5.
     0.000     5.693     2.979
    10.000     6.134     3.577
    25.000     6.715     3.843
    40.000     6.991     3.960
    55.000     7.527     4.168
    80.000     7.940     4.749
   105.000     8.164     4.750
   155.000     8.571     4.832
   705.000     8.900     5.080
